HGNC_symbol,ProteinID,DrugName,DrugCID,Drug,AE
PADI4,2dey,etoposide,50989217,etoposide-50989217,-7.2
PADI4,2dey,etoposide,90657341,etoposide-90657341,-7.2
PADI4,2dey,paclitaxel,91885464,paclitaxel-91885464,-7.2
PADI4,2dey,regorafenib,11167602,regorafenib-11167602,-7.2
PADI4,2dey,vismodegib,24776445,vismodegib-24776445,-7.2
PADI4,2dw5,crizotinib,11626560,crizotinib-11626560,-7.2
PADI4,2dw5,docetaxel,148124,docetaxel-148124,-7.2
PADI4,2dw5,granisetron,118701621,granisetron-118701621,-7.2
PADI4,2dw5,paclitaxel,44155032,paclitaxel-44155032,-7.2
PADI4,2dw5,paclitaxel,91885464,paclitaxel-91885464,-7.2
PADI4,2dw5,romidepsin,5352062,romidepsin-5352062,-7.2
PADI4,2dw5,temsirolimus,129317846,temsirolimus-129317846,-7.2
GLTP,2eum,chlorambucil,2708,chlorambucil-2708,-7.2
GLTP,2eum,temsirolimus,18293306,temsirolimus-18293306,-7.2
GLTP,2evd,prednisone,5865,prednisone-5865,-7.2
GLTP,2evd,valrubicin,454216,valrubicin-454216,-7.2
GLTP,2evl,etoposide,90657341,etoposide-90657341,-7.2
GLTP,2evl,romidepsin,129905275,romidepsin-129905275,-7.2
GLTP,2evl,temsirolimus,54608508,temsirolimus-54608508,-7.2
GLTP,2evs,dexamethasone,5743,dexamethasone-5743,-7.2
GLTP,2evs,melphalan,460612,melphalan-460612,-7.2
GLTP,2evs,romidepsin,3425,romidepsin-3425,-7.2
GLTP,2evs,temsirolimus,54608508,temsirolimus-54608508,-7.2
GLTP,2evs,temsirolimus,6918289,temsirolimus-6918289,-7.2
GLTP,2evs,temsirolimus,71312019,temsirolimus-71312019,-7.2
GLTP,2evs,temsirolimus,9876533,temsirolimus-9876533,-7.2
GLTP,2evt,dexamethasone,5743,dexamethasone-5743,-7.2
GLTP,2evt,etoposide,3310,etoposide-3310,-7.2
GLTP,2evt,paclitaxel,44155032,paclitaxel-44155032,-7.2
GLTP,2evt,romidepsin,5352062,romidepsin-5352062,-7.2
GLTP,2evt,romidepsin,91110640,romidepsin-91110640,-7.2
GLTP,2evt,temsirolimus,86287409,temsirolimus-86287409,-7.2
GLTP,2evt,trametinib,11707110,trametinib-11707110,-7.2
VEGFA,2fjg,carfilzomib,11556711,carfilzomib-11556711,-7.2
VEGFA,2fjg,granisetron,118701621,granisetron-118701621,-7.2
VEGFA,2fjg,ivosidenib,71657455,ivosidenib-71657455,-7.2
VEGFA,2fjg,paclitaxel,36314,paclitaxel-36314,-7.2
VEGFA,2fjg,paclitaxel,73759704,paclitaxel-73759704,-7.2
VEGFA,2fjg,temsirolimus,53486199,temsirolimus-53486199,-7.2
VEGFA,2fjg,valrubicin,454216,valrubicin-454216,-7.2
VEGFA,2fjh,ceritinib,57379345,ceritinib-57379345,-7.2
EPB41L3,2he7,flutamide,3397,flutamide-3397,-7.2
EPB41L3,2he7,paclitaxel,24791027,paclitaxel-24791027,-7.2
PTPRN,2i1y,bicalutamide,2375,bicalutamide-2375,-7.2
PTPRN,2i1y,granisetron,118701621,granisetron-118701621,-7.2
PTPRN,2i1y,paclitaxel,6915727,paclitaxel-6915727,-7.2
PTPRN,2i1y,paclitaxel,91885464,paclitaxel-91885464,-7.2
FABP6,2mm3,ceritinib,57379345,ceritinib-57379345,-7.2
FABP6,2mm3,etoposide,11072012,etoposide-11072012,-7.2
FABP6,2mm3,etoposide,92209272,etoposide-92209272,-7.2
FABP6,2mm3,paclitaxel,53313247,paclitaxel-53313247,-7.2
NR3C2,2oax,etoposide,134694737,etoposide-134694737,-7.2
NR3C2,2oax,etoposide,50936917,etoposide-50936917,-7.2
NR3C2,2oax,palbociclib,5330286,palbociclib-5330286,-7.2
NR3C2,2oax,romidepsin,90488850,romidepsin-90488850,-7.2
NR3C2,2oax,temsirolimus,9876533,temsirolimus-9876533,-7.2
VEGFA,2qr0,cabazitaxel,9854073,cabazitaxel-9854073,-7.2
VEGFA,2qr0,granisetron,14788250,granisetron-14788250,-7.2
VEGFA,2qr0,palbociclib,5330286,palbociclib-5330286,-7.2
PTPRN,2qt7,bexarotene,82146,bexarotene-82146,-7.2
PTPRN,2qt7,bicalutamide,2375,bicalutamide-2375,-7.2
PTPRN,2qt7,etoposide,6708815,etoposide-6708815,-7.2
PTPRN,2qt7,prednisone,5865,prednisone-5865,-7.2
PTPRN,2qt7,romidepsin,3425,romidepsin-3425,-7.2
PTPRN,2qt7,vismodegib,24776445,vismodegib-24776445,-7.2
VIP,2rri,venetoclax,49846579,venetoclax-49846579,-7.2
VEGFA,2vgh,apalutamide,24872560,apalutamide-24872560,-7.2
VEGFA,2vgh,brigatinib,68165256,brigatinib-68165256,-7.2
VEGFA,2vgh,etoposide,17571827,etoposide-17571827,-7.2
VEGFA,2vgh,etoposide,3310,etoposide-3310,-7.2
VEGFA,2vgh,etoposide,92209272,etoposide-92209272,-7.2
VEGFA,2vgh,ibrutinib,24821094,ibrutinib-24821094,-7.2
VEGFA,2vgh,romidepsin,5352062,romidepsin-5352062,-7.2
VEGFA,2vgh,sonidegib,24775005,sonidegib-24775005,-7.2
VEGFA,2vgh,temsirolimus,148191,temsirolimus-148191,-7.2
VEGFA,2vpf,bosutinib,5328940,bosutinib-5328940,-7.2
VEGFA,2vpf,crizotinib,11626560,crizotinib-11626560,-7.2
VEGFA,2vpf,paclitaxel,5352019,paclitaxel-5352019,-7.2
VEGFA,2vpf,romidepsin,57515973,romidepsin-57515973,-7.2
PADI4,3apm,etoposide,134694737,etoposide-134694737,-7.2
PADI4,3apm,etoposide,45356822,etoposide-45356822,-7.2
PADI4,3apm,granisetron,17572266,granisetron-17572266,-7.2
PADI4,3apm,nelarabine,3011155,nelarabine-3011155,-7.2
PADI4,3apm,prednisone,5865,prednisone-5865,-7.2
PADI4,3apm,romidepsin,3425,romidepsin-3425,-7.2
PADI4,3apm,romidepsin,5352062,romidepsin-5352062,-7.2
PADI4,3apm,temsirolimus,129317846,temsirolimus-129317846,-7.2
PADI4,3apm,temsirolimus,23375915,temsirolimus-23375915,-7.2
PADI4,3apm,temsirolimus,71433778,temsirolimus-71433778,-7.2
PADI4,3apn,apalutamide,24872560,apalutamide-24872560,-7.2
PADI4,3apn,etoposide,50936917,etoposide-50936917,-7.2
PADI4,3apn,prednisone,5865,prednisone-5865,-7.2
PADI4,3apn,romidepsin,5352062,romidepsin-5352062,-7.2
PADI4,3apn,romidepsin,56840936,romidepsin-56840936,-7.2
PADI4,3apn,romidepsin,57515973,romidepsin-57515973,-7.2
PADI4,3apn,temsirolimus,24847874,temsirolimus-24847874,-7.2
PADI4,3apn,thalidomide,5426,thalidomide-5426,-7.2
PADI4,3apn,vandetanib,3081361,vandetanib-3081361,-7.2
PADI4,3b1t,ceritinib,57379345,ceritinib-57379345,-7.2
PADI4,3b1t,cobimetinib,16222096,cobimetinib-16222096,-7.2
PADI4,3b1t,etoposide,50989217,etoposide-50989217,-7.2
PADI4,3b1t,etoposide,5284558,etoposide-5284558,-7.2
PADI4,3b1t,etoposide,6419930,etoposide-6419930,-7.2
PADI4,3b1t,etoposide,90657341,etoposide-90657341,-7.2
PADI4,3b1t,etoposide,9916469,etoposide-9916469,-7.2
PADI4,3b1t,romidepsin,57515973,romidepsin-57515973,-7.2
PADI4,3b1t,temsirolimus,71433778,temsirolimus-71433778,-7.2
PADI4,3b1t,temsirolimus,9876533,temsirolimus-9876533,-7.2
PADI4,3b1u,etoposide,137704929,etoposide-137704929,-7.2
PADI4,3b1u,etoposide,50989217,etoposide-50989217,-7.2
PADI4,3b1u,etoposide,5284558,etoposide-5284558,-7.2
PADI4,3b1u,etoposide,92209272,etoposide-92209272,-7.2
PADI4,3b1u,granisetron,3510,granisetron-3510,-7.2
PADI4,3b1u,paclitaxel,24791027,paclitaxel-24791027,-7.2
PADI4,3b1u,prednisone,5865,prednisone-5865,-7.2
PADI4,3b1u,ribociclib,44631912,ribociclib-44631912,-7.2
VEGFA,3bdy,paclitaxel,36314,paclitaxel-36314,-7.2
VEGFA,3bdy,pomalidomide,134780,pomalidomide-134780,-7.2
VEGFA,3bdy,vandetanib,3081361,vandetanib-3081361,-7.2
EPB41L3,3bin,docetaxel,148124,docetaxel-148124,-7.2
EPB41L3,3bin,nilutamide,4493,nilutamide-4493,-7.2
EPB41L3,3bin,paclitaxel,53313247,paclitaxel-53313247,-7.2
PTPRN,3n01,bosutinib,5328940,bosutinib-5328940,-7.2
PTPRN,3n01,flutamide,3397,flutamide-3397,-7.2
PTPRN,3n01,romidepsin,3425,romidepsin-3425,-7.2
PTPRN,3n01,romidepsin,90488850,romidepsin-90488850,-7.2
PTPRN,3n01,thalidomide,5426,thalidomide-5426,-7.2
PTPRN,3n4w,cabazitaxel,9854073,cabazitaxel-9854073,-7.2
PTPRN,3n4w,cobimetinib,16222096,cobimetinib-16222096,-7.2
PTPRN,3n4w,dasatinib,3062316,dasatinib-3062316,-7.2
PTPRN,3n4w,docetaxel,148124,docetaxel-148124,-7.2
PTPRN,3n4w,etoposide,17571827,etoposide-17571827,-7.2
PTPRN,3n4w,fulvestrant,104741,fulvestrant-104741,-7.2
PTPRN,3n4w,gefitinib,123631,gefitinib-123631,-7.2
PTPRN,3n4w,romidepsin,90488850,romidepsin-90488850,-7.2
PTPRN,3n4w,temsirolimus,53486199,temsirolimus-53486199,-7.2
PTPRN,3ng8,bosutinib,5328940,bosutinib-5328940,-7.2
PTPRN,3ng8,letrozole,3902,letrozole-3902,-7.2
PTPRN,3ng8,ribociclib,44631912,ribociclib-44631912,-7.2
PTPRN,3ng8,romidepsin,5352062,romidepsin-5352062,-7.2
PTPRN,3np5,etoposide,11072012,etoposide-11072012,-7.2
PTPRN,3np5,nilutamide,4493,nilutamide-4493,-7.2
PTPRN,3np5,romidepsin,129905275,romidepsin-129905275,-7.2
VEGFA,3p9w,axitinib,6450551,axitinib-6450551,-7.2
VEGFA,3p9w,belinostat,6918638,belinostat-6918638,-7.2
VEGFA,3p9w,ceritinib,57379345,ceritinib-57379345,-7.2
VEGFA,3p9w,paclitaxel,24791027,paclitaxel-24791027,-7.2
VEGFA,3p9w,prednisone,5865,prednisone-5865,-7.2
VEGFA,3qtk,cabazitaxel,9854073,cabazitaxel-9854073,-7.2
GLTP,3rwv,flutamide,3397,flutamide-3397,-7.2
GLTP,3rwv,gefitinib,123631,gefitinib-123631,-7.2
GLTP,3rwv,imiquimod,57469,imiquimod-57469,-7.2
GLTP,3rwv,paclitaxel,4666,paclitaxel-4666,-7.2
GLTP,3rzn,everolimus,6442177,everolimus-6442177,-7.2
GLTP,3s0k,romidepsin,129905275,romidepsin-129905275,-7.2
GLTP,3s0k,temsirolimus,23375915,temsirolimus-23375915,-7.2
VEGFA,3s1b,abemaciclib,46220502,abemaciclib-46220502,-7.2
VEGFA,3s1b,axitinib,6450551,axitinib-6450551,-7.2
VEGFA,3s1b,cobimetinib,16222096,cobimetinib-16222096,-7.2
VEGFA,3s1b,etoposide,11072012,etoposide-11072012,-7.2
VEGFA,3s1b,regorafenib,11167602,regorafenib-11167602,-7.2
VEGFA,3s1k,etoposide,134694737,etoposide-134694737,-7.2
VEGFA,3s1k,granisetron,3510,granisetron-3510,-7.2
VEGFA,3s1k,paclitaxel,6915727,paclitaxel-6915727,-7.2
VEGFA,3s1k,temsirolimus,137295275,temsirolimus-137295275,-7.2
VEGFA,3s1k,temsirolimus,86287409,temsirolimus-86287409,-7.2
RHEB,3sea,paclitaxel,91885464,paclitaxel-91885464,-7.2
RHEB,3sea,temsirolimus,148191,temsirolimus-148191,-7.2
RHEB,3sea,vorinostat,5311,vorinostat-5311,-7.2
RHEB,3t5g,capecitabine,60953,capecitabine-60953,-7.2
RHEB,3t5g,etoposide,17571827,etoposide-17571827,-7.2
RHEB,3t5g,letrozole,3902,letrozole-3902,-7.2
RHEB,3t5g,nelarabine,3011155,nelarabine-3011155,-7.2
RHEB,3t5g,pomalidomide,134780,pomalidomide-134780,-7.2
RHEB,3t5g,prednisone,5865,prednisone-5865,-7.2
RHEB,3t5g,romidepsin,3425,romidepsin-3425,-7.2
RHEB,3t5g,temsirolimus,9876533,temsirolimus-9876533,-7.2
VEGFA,3v2a,axitinib,6450551,axitinib-6450551,-7.2
VEGFA,3v2a,carfilzomib,11556711,carfilzomib-11556711,-7.2
VEGFA,3v2a,crizotinib,11626560,crizotinib-11626560,-7.2
VEGFA,3v2a,etoposide,439525,etoposide-439525,-7.2
VEGFA,3v2a,etoposide,45356822,etoposide-45356822,-7.2
VEGFA,3v2a,etoposide,50936917,etoposide-50936917,-7.2
VEGFA,3v2a,etoposide,50989217,etoposide-50989217,-7.2
VEGFA,3v2a,etoposide,6419930,etoposide-6419930,-7.2
VEGFA,3v2a,etoposide,6708815,etoposide-6708815,-7.2
VEGFA,3v2a,ivosidenib,71657455,ivosidenib-71657455,-7.2
VEGFA,3v2a,paclitaxel,6915727,paclitaxel-6915727,-7.2
VEGFA,3v2a,romidepsin,90488850,romidepsin-90488850,-7.2
NR3C2,3vhu,bosutinib,5328940,bosutinib-5328940,-7.2
NR3C2,3vhu,dasatinib,3062316,dasatinib-3062316,-7.2
NR3C2,3vhu,etoposide,11072012,etoposide-11072012,-7.2
NR3C2,3vhu,ivosidenib,71657455,ivosidenib-71657455,-7.2
NR3C2,3vhu,nelarabine,3011155,nelarabine-3011155,-7.2
NR3C2,3vhu,paclitaxel,441276,paclitaxel-441276,-7.2
NR3C2,3vhu,romidepsin,5352062,romidepsin-5352062,-7.2
NR3C2,3vhu,romidepsin,56840936,romidepsin-56840936,-7.2
NR3C2,3vhu,temsirolimus,23724530,temsirolimus-23724530,-7.2
NR3C2,3vhu,temsirolimus,71296107,temsirolimus-71296107,-7.2
NR3C2,3vhv,cabazitaxel,9854073,cabazitaxel-9854073,-7.2
NR3C2,3vhv,granisetron,14788250,granisetron-14788250,-7.2
NR3C2,3vhv,paclitaxel,91885464,paclitaxel-91885464,-7.2
NR3C2,3vhv,temsirolimus,23724530,temsirolimus-23724530,-7.2
NR3C2,3vhv,temsirolimus,24847874,temsirolimus-24847874,-7.2
NR3C2,3wff,dasatinib,3062316,dasatinib-3062316,-7.2
NR3C2,3wff,etoposide,11072012,etoposide-11072012,-7.2
NR3C2,3wff,ribociclib,44631912,ribociclib-44631912,-7.2
NR3C2,3wff,romidepsin,15068578,romidepsin-15068578,-7.2
NR3C2,3wfg,bexarotene,82146,bexarotene-82146,-7.2
NR3C2,3wfg,capecitabine,60953,capecitabine-60953,-7.2
NR3C2,3wfg,etoposide,134694737,etoposide-134694737,-7.2
NR3C2,3wfg,exemestane,60198,exemestane-60198,-7.2
NR3C2,3wfg,granisetron,5284566,granisetron-5284566,-7.2
NR3C2,3wfg,ixabepilone,6445540,ixabepilone-6445540,-7.2
NR3C2,3wfg,paclitaxel,36314,paclitaxel-36314,-7.2
NR3C2,3wfg,pomalidomide,134780,pomalidomide-134780,-7.2
NR3C2,3wfg,romidepsin,3425,romidepsin-3425,-7.2
NR3C2,3wfg,romidepsin,91110640,romidepsin-91110640,-7.2
NR3C2,3wfg,temsirolimus,86287409,temsirolimus-86287409,-7.2
VEGFA,4deq,axitinib,6450551,axitinib-6450551,-7.2
VEGFA,4deq,nilutamide,4493,nilutamide-4493,-7.2
VEGFA,4deq,palbociclib,5330286,palbociclib-5330286,-7.2
VEGFA,4deq,romidepsin,3425,romidepsin-3425,-7.2
VEGFA,4deq,romidepsin,90488850,romidepsin-90488850,-7.2
PADI4,4dkt,romidepsin,5352062,romidepsin-5352062,-7.2
PADI4,4dkt,romidepsin,56840936,romidepsin-56840936,-7.2
PADI4,4dkt,romidepsin,90488850,romidepsin-90488850,-7.2
PADI4,4dkt,temsirolimus,137295275,temsirolimus-137295275,-7.2
PADI4,4dkt,temsirolimus,9876533,temsirolimus-9876533,-7.2
GLTP,4ghp,romidepsin,91110640,romidepsin-91110640,-7.2
GLTP,4ghs,chlorambucil,2708,chlorambucil-2708,-7.2
GLTP,4ghs,enzalutamide,15951529,enzalutamide-15951529,-7.2
GLTP,4ghs,paclitaxel,53313247,paclitaxel-53313247,-7.2
GLTP,4ghs,paclitaxel,5352019,paclitaxel-5352019,-7.2
GLTP,4gix,etoposide,92209272,etoposide-92209272,-7.2
GLTP,4gix,nilutamide,4493,nilutamide-4493,-7.2
GLTP,4gix,romidepsin,91110640,romidepsin-91110640,-7.2
GLTP,4gix,temsirolimus,132274070,temsirolimus-132274070,-7.2
GLTP,4gix,temsirolimus,6918289,temsirolimus-6918289,-7.2
GLTP,4gjq,paclitaxel,4666,paclitaxel-4666,-7.2
VEGFA,4gln,enzalutamide,15951529,enzalutamide-15951529,-7.2
VEGFA,4gln,romidepsin,15068578,romidepsin-15068578,-7.2
GLTP,4gvt,everolimus,6442177,everolimus-6442177,-7.2
GLTP,4gxd,chlorambucil,2708,chlorambucil-2708,-7.2
GLTP,4gxg,romidepsin,129905275,romidepsin-129905275,-7.2
GLTP,4gxg,temsirolimus,86287409,temsirolimus-86287409,-7.2
GLTP,4h2z,nilutamide,4493,nilutamide-4493,-7.2
GLTP,4h2z,prednisone,5865,prednisone-5865,-7.2
GLTP,4h2z,romidepsin,5352062,romidepsin-5352062,-7.2
GLTP,4h2z,temsirolimus,18293306,temsirolimus-18293306,-7.2
GLTP,4h2z,temsirolimus,6918289,temsirolimus-6918289,-7.2
VEGFA,4kzn,apalutamide,24872560,apalutamide-24872560,-7.2
VEGFA,4kzn,ivosidenib,71657455,ivosidenib-71657455,-7.2
VEGFA,4kzn,temsirolimus,148191,temsirolimus-148191,-7.2
CDH3,4oy9,brigatinib,68165256,brigatinib-68165256,-7.2
NR3C2,4pf3,dexamethasone,5743,dexamethasone-5743,-7.2
NR3C2,4pf3,etoposide,134694737,etoposide-134694737,-7.2
NR3C2,4pf3,paclitaxel,44155032,paclitaxel-44155032,-7.2
NR3C2,4pf3,paclitaxel,6713921,paclitaxel-6713921,-7.2
NR3C2,4pf3,romidepsin,15068578,romidepsin-15068578,-7.2
NR3C2,4pf3,romidepsin,90488850,romidepsin-90488850,-7.2
VEGFA,4qaf,apalutamide,24872560,apalutamide-24872560,-7.2
VEGFA,4qaf,belinostat,6918638,belinostat-6918638,-7.2
VEGFA,4qaf,dexamethasone,5743,dexamethasone-5743,-7.2
VEGFA,4qaf,etoposide,11758093,etoposide-11758093,-7.2
VEGFA,4qaf,romidepsin,56840936,romidepsin-56840936,-7.2
VEGFA,4qaf,temsirolimus,129317846,temsirolimus-129317846,-7.2
NR3C2,4tnt,crizotinib,11626560,crizotinib-11626560,-7.2
NR3C2,4tnt,etoposide,11758093,etoposide-11758093,-7.2
NR3C2,4tnt,etoposide,134694737,etoposide-134694737,-7.2
NR3C2,4tnt,etoposide,50936917,etoposide-50936917,-7.2
NR3C2,4tnt,paclitaxel,24791027,paclitaxel-24791027,-7.2
NR3C2,4tnt,romidepsin,3425,romidepsin-3425,-7.2
NR3C2,4tnt,temsirolimus,137295275,temsirolimus-137295275,-7.2
NR3C2,4tnt,temsirolimus,9876533,temsirolimus-9876533,-7.2
NR3C2,4uda,etoposide,11758093,etoposide-11758093,-7.2
NR3C2,4uda,flutamide,3397,flutamide-3397,-7.2
NR3C2,4uda,ivosidenib,71657455,ivosidenib-71657455,-7.2
NR3C2,4uda,ixabepilone,6445540,ixabepilone-6445540,-7.2
NR3C2,4uda,romidepsin,123135747,romidepsin-123135747,-7.2
NR3C2,4uda,romidepsin,57515973,romidepsin-57515973,-7.2
NR3C2,4uda,temsirolimus,23724530,temsirolimus-23724530,-7.2
NR3C2,4uda,vorinostat,5311,vorinostat-5311,-7.2
NR3C2,4udb,brigatinib,68165256,brigatinib-68165256,-7.2
NR3C2,4udb,etoposide,17571827,etoposide-17571827,-7.2
NR3C2,4udb,paclitaxel,73759704,paclitaxel-73759704,-7.2
NR3C2,4udb,temsirolimus,129317846,temsirolimus-129317846,-7.2
VEGFA,4wpb,docetaxel,148124,docetaxel-148124,-7.2
VEGFA,4wpb,romidepsin,3425,romidepsin-3425,-7.2
VEGFA,4wpb,temsirolimus,134812825,temsirolimus-134812825,-7.2
VEGFA,4wpb,vemurafenib,42611257,vemurafenib-42611257,-7.2
PADI4,4x8c,etoposide,6419930,etoposide-6419930,-7.2
PADI4,4x8c,flutamide,3397,flutamide-3397,-7.2
PADI4,4x8c,paclitaxel,441276,paclitaxel-441276,-7.2
PADI4,4x8c,pomalidomide,134780,pomalidomide-134780,-7.2
PADI4,4x8c,romidepsin,90488850,romidepsin-90488850,-7.2
PADI4,4x8c,temsirolimus,18293306,temsirolimus-18293306,-7.2
PADI4,4x8g,cladribine,20279,cladribine-20279,-7.2
PADI4,4x8g,imiquimod,57469,imiquimod-57469,-7.2
PADI4,4x8g,toremifene,3005573,toremifene-3005573,-7.2
CDH3,4zml,ribociclib,44631912,ribociclib-44631912,-7.2
CDH3,4zml,thalidomide,5426,thalidomide-5426,-7.2
CDH3,4zmn,ceritinib,57379345,ceritinib-57379345,-7.2
CDH3,4zmn,etoposide,6708815,etoposide-6708815,-7.2
CDH3,4zmn,granisetron,14788250,granisetron-14788250,-7.2
CDH3,4zmn,paclitaxel,5352019,paclitaxel-5352019,-7.2
CDH3,4zmn,sonidegib,24775005,sonidegib-24775005,-7.2
CDH3,4zmn,temsirolimus,129317846,temsirolimus-129317846,-7.2
CDH3,4zmn,temsirolimus,71433778,temsirolimus-71433778,-7.2
CDH3,4zmo,abemaciclib,46220502,abemaciclib-46220502,-7.2
CDH3,4zmo,brigatinib,68165256,brigatinib-68165256,-7.2
CDH3,4zmo,ceritinib,57379345,ceritinib-57379345,-7.2
CDH3,4zmo,etoposide,6419930,etoposide-6419930,-7.2
CDH3,4zmp,etoposide,3310,etoposide-3310,-7.2
CDH3,4zmp,paclitaxel,441276,paclitaxel-441276,-7.2
CDH3,4zmp,ribociclib,44631912,ribociclib-44631912,-7.2
CDH3,4zmp,temsirolimus,18293306,temsirolimus-18293306,-7.2
CDH3,4zmq,etoposide,137704929,etoposide-137704929,-7.2
CDH3,4zmq,etoposide,439525,etoposide-439525,-7.2
CDH3,4zmq,paclitaxel,441276,paclitaxel-441276,-7.2
CDH3,4zmq,paclitaxel,5352019,paclitaxel-5352019,-7.2
CDH3,4zmq,toremifene,3005573,toremifene-3005573,-7.2
CDH3,4zmt,anastrozole,2187,anastrozole-2187,-7.2
CDH3,4zmt,bicalutamide,2375,bicalutamide-2375,-7.2
CDH3,4zmt,carfilzomib,11556711,carfilzomib-11556711,-7.2
CDH3,4zmt,docetaxel,148124,docetaxel-148124,-7.2
CDH3,4zmt,granisetron,5284566,granisetron-5284566,-7.2
CDH3,4zmt,temsirolimus,129317846,temsirolimus-129317846,-7.2
CDH3,4zmv,fulvestrant,104741,fulvestrant-104741,-7.2
CDH3,4zmv,idelalisib,11625818,idelalisib-11625818,-7.2
CDH3,4zmw,fulvestrant,104741,fulvestrant-104741,-7.2
CDH3,4zmw,nelarabine,3011155,nelarabine-3011155,-7.2
CDH3,4zmw,toremifene,3005573,toremifene-3005573,-7.2
CDH3,4zmx,anastrozole,2187,anastrozole-2187,-7.2
CDH3,4zmx,ceritinib,57379345,ceritinib-57379345,-7.2
CDH3,4zmx,romidepsin,129905275,romidepsin-129905275,-7.2
CDH3,4zmx,romidepsin,3425,romidepsin-3425,-7.2
CDH3,4zmy,apalutamide,24872560,apalutamide-24872560,-7.2
CDH3,4zmy,axitinib,6450551,axitinib-6450551,-7.2
CDH3,4zmy,etoposide,90657341,etoposide-90657341,-7.2
CDH3,4zmy,temsirolimus,129317846,temsirolimus-129317846,-7.2
CDH3,4zmy,temsirolimus,23375915,temsirolimus-23375915,-7.2
CDH3,4zmz,abemaciclib,46220502,abemaciclib-46220502,-7.2
CDH3,4zmz,alectinib,49806720,alectinib-49806720,-7.2
CDH3,4zmz,etoposide,50989217,etoposide-50989217,-7.2
CDH3,4zmz,granisetron,5284566,granisetron-5284566,-7.2
CDH3,4zmz,ixabepilone,6445540,ixabepilone-6445540,-7.2
CDH3,4zmz,ribociclib,44631912,ribociclib-44631912,-7.2
CDH3,4zmz,temsirolimus,18293306,temsirolimus-18293306,-7.2
CDH3,4zmz,temsirolimus,23375915,temsirolimus-23375915,-7.2
CDH3,4zmz,temsirolimus,71312019,temsirolimus-71312019,-7.2
VEGFA,5dn2,bosutinib,5328940,bosutinib-5328940,-7.2
VEGFA,5dn2,enzalutamide,15951529,enzalutamide-15951529,-7.2
VEGFA,5dn2,paclitaxel,53313247,paclitaxel-53313247,-7.2
VEGFA,5dn2,paclitaxel,5352019,paclitaxel-5352019,-7.2
VEGFA,5dn2,romidepsin,123135747,romidepsin-123135747,-7.2
IL6R,5fuc,everolimus,6442177,everolimus-6442177,-7.2
IL6R,5fuc,romidepsin,15068578,romidepsin-15068578,-7.2
IL6R,5fuc,romidepsin,3425,romidepsin-3425,-7.2
VEGFA,5fv1,cabazitaxel,9854073,cabazitaxel-9854073,-7.2
VEGFA,5fv1,dexamethasone,5743,dexamethasone-5743,-7.2
VEGFA,5fv1,enzalutamide,15951529,enzalutamide-15951529,-7.2
VEGFA,5fv1,prednisone,5865,prednisone-5865,-7.2
VEGFA,5fv1,romidepsin,123135747,romidepsin-123135747,-7.2
VEGFA,5fv1,temsirolimus,71296107,temsirolimus-71296107,-7.2
VEGFA,5fv2,paclitaxel,91885464,paclitaxel-91885464,-7.2
NR3C2,5hcv,vorinostat,5311,vorinostat-5311,-7.2
VEGFA,5hhc,brigatinib,68165256,brigatinib-68165256,-7.2
VEGFA,5hhd,dasatinib,3062316,dasatinib-3062316,-7.2
VEGFA,5hhd,paclitaxel,73759704,paclitaxel-73759704,-7.2
VEGFA,5hhd,temsirolimus,148191,temsirolimus-148191,-7.2
CDH3,5jyl,dexamethasone,5743,dexamethasone-5743,-7.2
CDH3,5jyl,granisetron,17572266,granisetron-17572266,-7.2
CDH3,5jyl,idelalisib,11625818,idelalisib-11625818,-7.2
CDH3,5jyl,ixabepilone,6445540,ixabepilone-6445540,-7.2
CDH3,5jyl,paclitaxel,133640187,paclitaxel-133640187,-7.2
CDH3,5jyl,romidepsin,90488850,romidepsin-90488850,-7.2
CDH3,5jyl,temsirolimus,53486199,temsirolimus-53486199,-7.2
CDH3,5jym,ceritinib,57379345,ceritinib-57379345,-7.2
CDH3,5jym,paclitaxel,6915727,paclitaxel-6915727,-7.2
CDH3,5jym,vandetanib,3081361,vandetanib-3081361,-7.2
CDH3,5jym,vemurafenib,42611257,vemurafenib-42611257,-7.2
NR3C2,5l7e,chlorambucil,2708,chlorambucil-2708,-7.2
NR3C2,5l7e,docetaxel,148124,docetaxel-148124,-7.2
NR3C2,5l7e,etoposide,11758093,etoposide-11758093,-7.2
NR3C2,5l7e,etoposide,134694737,etoposide-134694737,-7.2
NR3C2,5l7e,temsirolimus,5938194,temsirolimus-5938194,-7.2
NR3C2,5l7e,temsirolimus,71296107,temsirolimus-71296107,-7.2
NR3C2,5l7e,valrubicin,454216,valrubicin-454216,-7.2
NR3C2,5l7e,vorinostat,5311,vorinostat-5311,-7.2
NR3C2,5l7g,nelarabine,3011155,nelarabine-3011155,-7.2
NR3C2,5l7g,paclitaxel,441276,paclitaxel-441276,-7.2
NR3C2,5l7g,temsirolimus,18293306,temsirolimus-18293306,-7.2
NR3C2,5l7g,temsirolimus,71296107,temsirolimus-71296107,-7.2
NR3C2,5l7g,temsirolimus,71433778,temsirolimus-71433778,-7.2
NR3C2,5l7h,bosutinib,5328940,bosutinib-5328940,-7.2
NR3C2,5l7h,ceritinib,57379345,ceritinib-57379345,-7.2
NR3C2,5l7h,etoposide,50936917,etoposide-50936917,-7.2
